Recency,Frequency,Monetary,cluster,segments,score
214,1,156.09,4,Loss,1
32,21,180.83619047619044,2,Loyalist,5
183,1,56.25,4,Loss,1
51,3,183.0966666666667,1,Potential,4
89,3,107.16333333333337,4,Loss,1
18,1,145.01,1,Potential,4
16,5,762.616,3,Churn,3
181,1,114.69000000000003,4,Loss,1
12,3,329.31666666666666,1,Potential,4
150,2,382.28499999999997,0,Potential Loss,2
36,7,207.08857142857147,3,Churn,3
70,5,167.96800000000002,3,Churn,3
74,4,93.5725,4,Loss,1
172,1,6.300000000000002,4,Loss,1
16,2,102.995,1,Potential,4
276,1,429.00000000000006,0,Potential Loss,2
31,6,249.04333333333338,3,Churn,3
8,1,122.20000000000003,1,Potential,4
269,1,248.65,0,Potential Loss,2
183,1,270.71999999999986,0,Potential Loss,2
32,3,94.18333333333335,1,Potential,4
55,3,152.14333333333332,1,Potential,4
334,1,369.50000000000006,0,Potential Loss,2
303,1,127.08,4,Loss,1
180,1,134.44,4,Loss,1
312,1,123.39000000000001,4,Loss,1
294,1,293.53000000000003,0,Potential Loss,2
223,1,594.0,0,Potential Loss,2
155,1,239.90000000000003,0,Potential Loss,2
55,2,1095.3300000000002,0,Potential Loss,2
17,2,141.39499999999998,1,Potential,4
94,4,82.5575,4,Loss,1
12,1,2904.83,0,Potential Loss,2
9,1,405.0,1,Potential,4
287,2,135.645,4,Loss,1
31,2,625.3700000000001,0,Potential Loss,2
79,3,173.81333333333336,4,Loss,1
140,3,768.06,0,Potential Loss,2
32,1,553.85,0,Potential Loss,2
13,6,902.5333333333334,2,Loyalist,5
19,1,304.95,1,Potential,4
3,10,163.79699999999997,2,Loyalist,5
227,1,187.8,4,Loss,1
39,9,471.3444444444445,3,Churn,3
189,1,291.2,0,Potential Loss,2
58,2,250.60499999999996,1,Potential,4
55,3,129.54666666666668,4,Loss,1
320,3,193.16333333333333,4,Loss,1
12,4,102.7375,1,Potential,4
17,1,451.2899999999999,1,Potential,4
87,1,295.8299999999999,0,Potential Loss,2
301,1,272.96000000000004,0,Potential Loss,2
1,9,221.9944444444444,2,Loyalist,5
88,1,426.5300000000001,0,Potential Loss,2
17,9,274.00666666666666,2,Loyalist,5
26,1,415.2999999999999,1,Potential,4
63,2,230.47500000000002,1,Potential,4
236,1,703.22,0,Potential Loss,2
23,4,314.17500000000007,3,Churn,3
94,5,362.054,3,Churn,3
122,2,332.81,0,Potential Loss,2
48,4,325.3999999999999,3,Churn,3
223,2,1090.3200000000004,0,Potential Loss,2
240,1,329.22000000000014,0,Potential Loss,2
187,4,1048.705,0,Potential Loss,2
46,13,458.0223076923076,3,Churn,3
243,1,324.51000000000005,0,Potential Loss,2
1,3,428.07,2,Loyalist,5
4,18,252.08444444444447,2,Loyalist,5
34,5,314.57200000000006,3,Churn,3
19,1,186.3,1,Potential,4
17,2,115.42500000000001,1,Potential,4
189,2,304.7799999999999,0,Potential Loss,2
13,1,229.3999999999999,1,Potential,4
230,5,243.58799999999997,3,Churn,3
172,1,150.55,4,Loss,1
3,2,427.30499999999995,1,Potential,4
49,2,387.55499999999995,0,Potential Loss,2
52,1,696.19,0,Potential Loss,2
122,2,313.11,0,Potential Loss,2
31,9,461.68111111111114,3,Churn,3
19,1,583.3900000000001,0,Potential Loss,2
263,1,169.21,4,Loss,1
19,4,622.6475000000002,3,Churn,3
112,5,429.27799999999996,3,Churn,3
13,6,303.40166666666664,2,Loyalist,5
25,1,245.76999999999995,1,Potential,4
21,3,457.73333333333335,3,Churn,3
3,12,408.7791666666667,2,Loyalist,5
1,8,164.57,2,Loyalist,5
20,11,178.12,2,Loyalist,5
167,2,787.2500000000002,0,Potential Loss,2
1,37,515.5362162162162,2,Loyalist,5
46,2,233.945,1,Potential,4
18,4,256.29499999999996,1,Potential,4
55,4,335.4875,3,Churn,3
123,1,93.45,4,Loss,1
1,16,793.1112500000002,2,Loyalist,5
92,2,266.125,0,Potential Loss,2
49,2,116.48,4,Loss,1
100,9,123.74888888888889,3,Churn,3
233,1,82.2,4,Loss,1
8,42,846.2014285714286,2,Loyalist,5
94,6,328.4083333333333,3,Churn,3
14,8,252.46624999999997,2,Loyalist,5
44,3,163.67333333333332,1,Potential,4
198,1,217.73,4,Loss,1
32,2,898.9600000000003,0,Potential Loss,2
182,2,327.15999999999997,0,Potential Loss,2
2,2,228.2,1,Potential,4
64,4,275.83750000000003,3,Churn,3
3,3,355.9500000000001,2,Loyalist,5
17,4,270.65000000000003,1,Potential,4
73,1,340.8399999999999,0,Potential Loss,2
54,4,523.5575,3,Churn,3
200,1,235.77999999999997,0,Potential Loss,2
128,4,204.69750000000008,3,Churn,3
13,3,262.63,1,Potential,4
21,2,81.4,1,Potential,4
319,1,188.44,4,Loss,1
51,4,530.7225,3,Churn,3
56,3,442.6599999999999,3,Churn,3
127,3,530.5766666666667,0,Potential Loss,2
44,1,62.7,4,Loss,1
25,7,251.13000000000002,3,Churn,3
216,3,180.64999999999998,4,Loss,1
246,1,89.65,4,Loss,1
17,4,427.4575000000002,3,Churn,3
18,8,251.31624999999994,2,Loyalist,5
200,3,1131.7633333333333,0,Potential Loss,2
231,1,122.93000000000002,4,Loss,1
55,1,457.70000000000005,0,Potential Loss,2
165,3,250.18666666666672,3,Churn,3
128,3,1248.1900000000016,0,Potential Loss,2
28,1,265.25,1,Potential,4
140,2,368.46500000000003,0,Potential Loss,2
263,1,2300.3999999999996,0,Potential Loss,2
132,1,283.7900000000001,0,Potential Loss,2
23,2,192.70000000000002,1,Potential,4
31,4,413.32000000000005,3,Churn,3
163,1,106.75,4,Loss,1
20,2,516.9000000000001,1,Potential,4
18,7,192.2428571428572,2,Loyalist,5
17,5,291.81,3,Churn,3
27,5,347.98400000000004,3,Churn,3
213,2,718.7149999999999,0,Potential Loss,2
24,2,135.72,1,Potential,4
262,1,205.91000000000003,4,Loss,1
98,3,256.6933333333333,3,Churn,3
13,7,373.9042857142857,2,Loyalist,5
94,1,447.05,0,Potential Loss,2
54,3,421.45000000000005,3,Churn,3
53,7,326.8257142857143,3,Churn,3
55,4,210.32500000000002,3,Churn,3
278,1,582.6400000000001,0,Potential Loss,2
119,3,646.1533333333334,0,Potential Loss,2
27,16,297.62937500000004,2,Loyalist,5
38,5,260.272,3,Churn,3
76,4,512.3075,3,Churn,3
190,3,464.47333333333336,0,Potential Loss,2
72,1,327.59999999999997,0,Potential Loss,2
219,1,481.7899999999999,0,Potential Loss,2
155,1,562.4799999999997,0,Potential Loss,2
126,4,226.79250000000002,3,Churn,3
229,2,211.09500000000003,4,Loss,1
290,1,4376.250000000001,0,Potential Loss,2
54,5,222.81000000000003,3,Churn,3
60,2,873.8850000000001,0,Potential Loss,2
28,3,203.32666666666663,1,Potential,4
12,3,105.63999999999999,1,Potential,4
56,2,530.245,0,Potential Loss,2
18,13,277.58384615384614,2,Loyalist,5
2,10,818.493,2,Loyalist,5
18,6,320.1383333333334,3,Churn,3
45,3,465.3500000000001,3,Churn,3
60,4,246.87,3,Churn,3
13,5,1026.582,2,Loyalist,5
182,2,332.09999999999997,0,Potential Loss,2
1,23,365.3573913043478,2,Loyalist,5
2,3,509.0833333333333,2,Loyalist,5
221,1,301.9,0,Potential Loss,2
301,1,237.42000000000002,0,Potential Loss,2
318,1,422.7000000000001,0,Potential Loss,2
16,3,303.45,1,Potential,4
79,2,416.21000000000004,0,Potential Loss,2
55,1,335.5400000000001,0,Potential Loss,2
48,6,364.2566666666667,3,Churn,3
26,8,375.74375,3,Churn,3
86,1,212.25000000000006,4,Loss,1
44,4,505.9775,3,Churn,3
74,1,310.30000000000007,0,Potential Loss,2
185,1,141.7,4,Loss,1
125,5,398.874,3,Churn,3
58,6,551.5433333333334,3,Churn,3
19,5,159.38,1,Potential,4
20,9,299.3377777777778,2,Loyalist,5
182,7,60.54285714285714,4,Loss,1
108,2,283.52,0,Potential Loss,2
2,25,290.24960000000004,2,Loyalist,5
36,3,384.90000000000003,3,Churn,3
143,1,79.9,4,Loss,1
155,2,217.91500000000002,4,Loss,1
52,4,225.0825,3,Churn,3
5,38,170.5228947368421,2,Loyalist,5
36,14,355.9964285714286,3,Churn,3
111,3,248.11333333333334,3,Churn,3
160,4,309.29999999999995,3,Churn,3
109,3,266.28333333333336,3,Churn,3
59,4,513.1725,3,Churn,3
74,7,273.62285714285713,3,Churn,3
276,1,414.70000000000005,0,Potential Loss,2
95,5,1199.1380000000001,3,Churn,3
5,5,670.8,2,Loyalist,5
45,3,246.36666666666667,3,Churn,3
202,1,115.31,4,Loss,1
1,14,330.70214285714286,2,Loyalist,5
46,1,105.8,4,Loss,1
60,6,385.2583333333334,3,Churn,3
13,10,1015.8900000000001,2,Loyalist,5
48,1,315.9800000000001,0,Potential Loss,2
13,1,308.6,1,Potential,4
126,1,93.3,4,Loss,1
107,8,237.42625000000004,3,Churn,3
75,1,629.3600000000002,0,Potential Loss,2
1,7,134.67857142857142,2,Loyalist,5
20,7,366.99714285714293,3,Churn,3
53,1,248.65000000000003,0,Potential Loss,2
55,6,257.425,3,Churn,3
31,3,173.88,1,Potential,4
18,1,325.26,1,Potential,4
123,3,356.41,3,Churn,3
3,9,228.0566666666667,2,Loyalist,5
3,8,347.02375000000006,2,Loyalist,5
20,4,471.04,3,Churn,3
31,14,1106.3221428571428,3,Churn,3
59,2,271.78499999999997,1,Potential,4
163,2,301.685,0,Potential Loss,2
73,1,975.4999999999999,0,Potential Loss,2
3,7,193.61285714285717,2,Loyalist,5
138,1,40.8,4,Loss,1
20,7,195.59999999999997,3,Churn,3
12,2,551.175,1,Potential,4
25,1,321.24,1,Potential,4
97,10,177.10899999999998,3,Churn,3
16,2,208.52499999999995,1,Potential,4
173,2,356.5,0,Potential Loss,2
23,3,296.93666666666667,1,Potential,4
19,4,464.31500000000005,3,Churn,3
17,4,269.555,1,Potential,4
4,3,574.0300000000001,2,Loyalist,5
17,6,189.12166666666667,3,Churn,3
114,3,111.06000000000002,4,Loss,1
13,4,296.59999999999997,1,Potential,4
75,1,136.65,4,Loss,1
60,1,63.66,4,Loss,1
20,4,269.5,3,Churn,3
1,4,429.59749999999997,2,Loyalist,5
19,7,553.027142857143,3,Churn,3
303,1,1056.63,0,Potential Loss,2
132,2,413.62500000000006,0,Potential Loss,2
24,2,200.96999999999997,1,Potential,4
150,1,128.31000000000003,4,Loss,1
20,1,295.09000000000003,1,Potential,4
58,4,811.79,3,Churn,3
16,3,328.38,1,Potential,4
91,8,285.86125,3,Churn,3
235,2,413.46999999999997,0,Potential Loss,2
25,10,673.9010000000001,3,Churn,3
48,3,120.64666666666666,4,Loss,1
24,2,156.31,1,Potential,4
16,1,755.1500000000002,0,Potential Loss,2
2,1,351.0100000000001,1,Potential,4
76,2,418.765,0,Potential Loss,2
24,3,446.05666666666656,3,Churn,3
2,7,128.00857142857143,2,Loyalist,5
229,1,186.66,4,Loss,1
75,1,717.5700000000004,0,Potential Loss,2
108,4,504.69500000000005,3,Churn,3
294,2,168.02,4,Loss,1
334,1,337.7499999999999,0,Potential Loss,2
112,2,795.62,0,Potential Loss,2
38,2,909.3950000000001,0,Potential Loss,2
118,2,275.73,0,Potential Loss,2
23,6,699.25,3,Churn,3
2,2,680.98,2,Loyalist,5
95,1,869.28,0,Potential Loss,2
56,3,944.336666666667,3,Churn,3
31,1,205.8,1,Potential,4
284,1,176.9,4,Loss,1
115,2,164.47500000000002,4,Loss,1
14,4,216.12,1,Potential,4
108,1,129.85000000000002,4,Loss,1
278,1,136.30999999999997,4,Loss,1
119,4,517.325,3,Churn,3
18,4,237.8775,1,Potential,4
17,5,416.66400000000004,3,Churn,3
114,1,126.05,4,Loss,1
164,3,312.5566666666667,0,Potential Loss,2
2,4,121.87499999999999,2,Loyalist,5
115,1,193.65,4,Loss,1
216,3,464.14333333333326,0,Potential Loss,2
1,4,641.9100000000001,2,Loyalist,5
332,1,381.65999999999997,0,Potential Loss,2
153,2,280.275,0,Potential Loss,2
37,3,398.3066666666668,3,Churn,3
44,2,800.0,0,Potential Loss,2
52,2,230.04000000000002,1,Potential,4
277,1,171.15,4,Loss,1
27,3,497.13333333333327,3,Churn,3
174,1,176.34,4,Loss,1
18,5,561.2,3,Churn,3
159,2,425.42999999999995,0,Potential Loss,2
37,1,146.16,1,Potential,4
32,7,379.67428571428576,3,Churn,3
21,10,162.10299999999998,2,Loyalist,5
151,10,615.791,3,Churn,3
201,1,310.83000000000004,0,Potential Loss,2
81,3,473.5366666666667,3,Churn,3
32,4,95.60500000000002,1,Potential,4
162,6,339.6166666666667,3,Churn,3
111,4,103.6725,4,Loss,1
248,1,277.48,0,Potential Loss,2
189,5,394.63200000000006,3,Churn,3
58,4,879.4224999999999,3,Churn,3
77,2,488.49500000000006,0,Potential Loss,2
75,3,626.3066666666667,3,Churn,3
45,1,316.5899999999999,0,Potential Loss,2
101,3,247.1066666666666,3,Churn,3
121,1,623.33,0,Potential Loss,2
23,1,224.51000000000005,1,Potential,4
9,9,291.3066666666666,2,Loyalist,5
216,1,328.77,0,Potential Loss,2
12,5,227.48399999999998,2,Loyalist,5
49,10,281.493,3,Churn,3
8,13,200.45,2,Loyalist,5
17,3,244.57000000000005,1,Potential,4
13,1,416.3499999999999,1,Potential,4
14,3,68.03333333333335,1,Potential,4
19,1,209.48999999999998,1,Potential,4
62,1,892.1500000000001,0,Potential Loss,2
14,7,135.26142857142858,2,Loyalist,5
75,1,212.17,4,Loss,1
92,6,261.335,3,Churn,3
190,2,488.59000000000003,0,Potential Loss,2
21,1,557.9100000000002,0,Potential Loss,2
73,1,142.78000000000003,4,Loss,1
74,4,277.7875,3,Churn,3
86,1,157.20000000000002,4,Loss,1
38,3,320.2266666666667,3,Churn,3
20,2,154.745,1,Potential,4
90,3,430.83999999999986,3,Churn,3
108,2,52.0,4,Loss,1
342,1,632.28,0,Potential Loss,2
56,2,129.34999999999997,4,Loss,1
46,2,176.55,1,Potential,4
80,5,459.5559999999999,3,Churn,3
185,2,387.225,0,Potential Loss,2
27,3,158.24000000000004,1,Potential,4
25,1,785.39,0,Potential Loss,2
3,4,206.04749999999999,2,Loyalist,5
291,1,186.05,4,Loss,1
174,3,155.83333333333334,4,Loss,1
135,4,275.05249999999984,3,Churn,3
51,2,270.305,1,Potential,4
12,10,214.804,2,Loyalist,5
31,7,257.92,3,Churn,3
114,1,137.8,4,Loss,1
266,1,127.88,4,Loss,1
27,1,233.24999999999997,1,Potential,4
92,7,327.30428571428575,3,Churn,3
2,11,249.9209090909091,2,Loyalist,5
214,1,211.79999999999993,4,Loss,1
88,2,194.80499999999995,4,Loss,1
27,4,173.68,1,Potential,4
229,1,231.93000000000004,0,Potential Loss,2
18,6,525.6166666666668,3,Churn,3
21,3,231.84666666666666,1,Potential,4
31,4,123.85,1,Potential,4
13,1,266.78000000000003,1,Potential,4
231,3,144.48666666666665,4,Loss,1
221,2,254.54500000000004,0,Potential Loss,2
28,6,320.24666666666667,3,Churn,3
248,1,35.7,4,Loss,1
46,2,213.335,1,Potential,4
37,2,257.59499999999997,1,Potential,4
123,1,75.0,4,Loss,1
14,3,175.42333333333332,1,Potential,4
11,57,503.5547368421053,2,Loyalist,5
20,1,309.5,1,Potential,4
51,3,220.09333333333333,3,Churn,3
19,5,160.418,1,Potential,4
46,1,200.25999999999996,1,Potential,4
84,5,243.89799999999997,3,Churn,3
150,3,337.1899999999999,0,Potential Loss,2
101,1,136.89,4,Loss,1
19,2,150.625,1,Potential,4
279,1,216.30000000000004,4,Loss,1
55,3,215.76,3,Churn,3
242,1,127.62000000000003,4,Loss,1
158,1,162.24,4,Loss,1
28,13,230.91615384615386,2,Loyalist,5
24,3,124.07333333333337,1,Potential,4
228,2,258.06499999999994,0,Potential Loss,2
109,1,178.98000000000005,4,Loss,1
251,2,596.9050000000001,0,Potential Loss,2
199,1,438.5299999999999,0,Potential Loss,2
268,2,166.085,4,Loss,1
97,2,125.85499999999999,4,Loss,1
161,1,1.55,4,Loss,1
14,6,423.865,2,Loyalist,5
46,9,522.7266666666667,3,Churn,3
13,12,186.05000000000004,2,Loyalist,5
228,2,728.9000000000003,0,Potential Loss,2
58,2,373.12,0,Potential Loss,2
21,8,279.39125,3,Churn,3
146,6,456.3399999999999,3,Churn,3
108,2,356.31,0,Potential Loss,2
152,1,178.48,4,Loss,1
90,6,249.42166666666662,3,Churn,3
31,3,322.01,3,Churn,3
235,2,394.80000000000007,0,Potential Loss,2
12,1,154.72000000000003,1,Potential,4
246,1,350.3499999999999,0,Potential Loss,2
4,5,365.112,2,Loyalist,5
320,1,453.38,0,Potential Loss,2
231,3,437.2633333333334,0,Potential Loss,2
175,1,134.36,4,Loss,1
37,2,104.7,4,Loss,1
18,2,151.85,1,Potential,4
74,1,205.41000000000005,4,Loss,1
51,1,801.66,0,Potential Loss,2
178,1,385.56000000000006,0,Potential Loss,2
82,3,260.1533333333333,3,Churn,3
147,3,243.74999999999997,3,Churn,3
36,16,214.67125000000001,3,Churn,3
12,6,368.815,2,Loyalist,5
12,3,147.6833333333333,1,Potential,4
21,1,1237.230000000001,0,Potential Loss,2
258,2,133.25,4,Loss,1
76,7,311.77285714285716,3,Churn,3
210,1,152.76000000000005,4,Loss,1
268,1,248.79999999999998,0,Potential Loss,2
105,6,305.275,3,Churn,3
82,3,289.58666666666664,3,Churn,3
17,5,317.83400000000006,3,Churn,3
59,2,237.52499999999998,1,Potential,4
34,3,113.72666666666669,1,Potential,4
32,4,359.01249999999993,3,Churn,3
53,3,381.4199999999999,3,Churn,3
73,2,216.68000000000004,1,Potential,4
53,7,356.8371428571428,3,Churn,3
84,2,154.07,4,Loss,1
11,19,521.0947368421052,2,Loyalist,5
251,1,426.84999999999997,0,Potential Loss,2
32,1,1044.38,0,Potential Loss,2
115,3,518.9166666666666,0,Potential Loss,2
101,1,48.35,4,Loss,1
1,4,263.435,2,Loyalist,5
246,2,1003.9199999999998,0,Potential Loss,2
162,1,635.9000000000001,0,Potential Loss,2
23,1,387.8399999999999,1,Potential,4
131,1,10.55,4,Loss,1
179,3,133.20666666666665,4,Loss,1
42,7,334.74285714285713,3,Churn,3
52,1,226.70000000000002,1,Potential,4
276,1,137.70000000000002,4,Loss,1
229,1,292.21000000000004,0,Potential Loss,2
127,4,94.17500000000003,4,Loss,1
13,1,350.52,1,Potential,4
80,4,1204.8300000000002,3,Churn,3
36,1,111.70999999999998,4,Loss,1
237,1,30.150000000000002,4,Loss,1
4,24,376.1479166666666,2,Loyalist,5
52,12,505.0158333333333,3,Churn,3
2,3,340.67333333333335,2,Loyalist,5
334,1,95.29,4,Loss,1
2,21,520.1995238095237,2,Loyalist,5
24,4,397.2825,3,Churn,3
143,4,407.4475,3,Churn,3
13,8,510.395,2,Loyalist,5
17,18,290.9983333333333,2,Loyalist,5
154,1,185.2,4,Loss,1
154,4,327.045,3,Churn,3
114,1,223.86,0,Potential Loss,2
94,4,701.6400000000001,3,Churn,3
207,1,87.8,4,Loss,1
44,3,199.78333333333333,1,Potential,4
124,2,510.45,0,Potential Loss,2
41,3,302.96000000000004,3,Churn,3
17,10,369.591,2,Loyalist,5
92,7,403.86428571428576,3,Churn,3
2,2,425.16999999999996,1,Potential,4
58,2,270.435,1,Potential,4
40,1,380.00000000000006,0,Potential Loss,2
264,1,156.60000000000002,4,Loss,1
63,1,295.05000000000007,0,Potential Loss,2
254,2,148.97500000000002,4,Loss,1
137,3,742.5300000000001,0,Potential Loss,2
231,2,170.79500000000002,4,Loss,1
82,2,499.4150000000001,0,Potential Loss,2
24,4,340.32000000000005,3,Churn,3
88,1,153.12,4,Loss,1
52,2,302.95,1,Potential,4
13,11,307.42090909090905,2,Loyalist,5
28,3,154.12666666666667,1,Potential,4
8,4,362.505,2,Loyalist,5
122,2,116.965,4,Loss,1
23,1,172.80000000000004,1,Potential,4
12,6,171.64666666666668,2,Loyalist,5
28,2,219.72499999999994,1,Potential,4
26,1,235.25000000000003,1,Potential,4
200,2,216.22500000000002,4,Loss,1
42,2,178.83,1,Potential,4
2,11,214.46909090909094,2,Loyalist,5
3,2,644.3600000000004,1,Potential,4
70,5,331.12800000000004,3,Churn,3
17,4,386.725,3,Churn,3
68,2,336.79999999999995,0,Potential Loss,2
264,1,291.5,0,Potential Loss,2
21,3,570.7066666666667,3,Churn,3
27,3,252.53333333333333,1,Potential,4
181,1,225.39999999999998,4,Loss,1
174,3,295.2633333333334,0,Potential Loss,2
60,4,330.23750000000007,3,Churn,3
45,2,65.025,4,Loss,1
45,1,106.80000000000001,4,Loss,1
37,7,270.36,3,Churn,3
34,2,203.2,1,Potential,4
25,5,319.34200000000004,3,Churn,3
44,1,473.0,0,Potential Loss,2
76,4,950.51,3,Churn,3
45,6,124.96833333333335,3,Churn,3
47,1,490.47,0,Potential Loss,2
154,1,179.39999999999998,4,Loss,1
164,1,323.4,0,Potential Loss,2
53,1,389.12000000000006,0,Potential Loss,2
60,1,435.6000000000001,0,Potential Loss,2
87,1,678.8,0,Potential Loss,2
80,2,163.92,4,Loss,1
64,2,191.07,1,Potential,4
158,1,306.5799999999999,0,Potential Loss,2
4,6,232.94833333333338,2,Loyalist,5
310,1,136.2,4,Loss,1
42,9,1197.3799999999999,3,Churn,3
74,5,222.04000000000002,3,Churn,3
49,7,393.40714285714284,3,Churn,3
58,14,559.5450000000002,3,Churn,3
74,5,136.166,3,Churn,3
60,3,203.96666666666667,3,Churn,3
68,3,234.77666666666664,3,Churn,3
62,1,163.79999999999995,4,Loss,1
207,1,109.20000000000002,4,Loss,1
259,1,106.96000000000002,4,Loss,1
25,7,79.38571428571429,1,Potential,4
31,8,406.2925000000001,3,Churn,3
317,1,188.82999999999996,4,Loss,1
79,2,304.42999999999995,0,Potential Loss,2
56,2,384.88999999999993,0,Potential Loss,2
49,2,440.31,0,Potential Loss,2
62,3,221.10333333333332,3,Churn,3
166,2,318.875,0,Potential Loss,2
131,1,151.50000000000003,4,Loss,1
171,1,320.2500000000001,0,Potential Loss,2
17,24,3233.4537500000006,2,Loyalist,5
3,7,262.9928571428571,2,Loyalist,5
28,1,157.63,1,Potential,4
31,2,63.725,4,Loss,1
56,2,89.41499999999999,4,Loss,1
46,2,319.3499999999999,1,Potential,4
35,3,239.15,1,Potential,4
199,2,96.57500000000002,4,Loss,1
18,6,142.86666666666667,1,Potential,4
27,11,333.86,3,Churn,3
2,11,345.12272727272733,2,Loyalist,5
53,3,296.00333333333333,3,Churn,3
224,2,347.83000000000004,0,Potential Loss,2
8,21,1249.0828571428572,2,Loyalist,5
97,4,137.7775,4,Loss,1
17,8,598.01125,2,Loyalist,5
21,10,282.7409999999999,2,Loyalist,5
17,2,275.905,1,Potential,4
276,2,310.78,0,Potential Loss,2
3,15,446.7393333333333,2,Loyalist,5
163,1,368.2699999999999,0,Potential Loss,2
200,1,323.8,0,Potential Loss,2
268,1,1248.48,0,Potential Loss,2
18,8,342.6825,2,Loyalist,5
39,4,593.99,3,Churn,3
28,7,261.89,3,Churn,3
14,1,275.02,1,Potential,4
26,10,391.84900000000005,3,Churn,3
81,1,251.92999999999995,0,Potential Loss,2
42,1,147.34999999999997,4,Loss,1
20,7,126.74428571428571,3,Churn,3
21,2,353.195,1,Potential,4
1,3,388.2,2,Loyalist,5
343,1,174.05,4,Loss,1
161,2,1495.525,0,Potential Loss,2
167,1,259.68,0,Potential Loss,2
31,8,453.9575,3,Churn,3
143,2,642.7149999999999,0,Potential Loss,2
37,1,417.6,0,Potential Loss,2
174,1,463.42999999999995,0,Potential Loss,2
92,1,236.80999999999997,0,Potential Loss,2
263,1,173.06,4,Loss,1
38,12,180.63666666666666,3,Churn,3
94,7,287.88142857142856,3,Churn,3
21,21,491.23428571428565,2,Loyalist,5
26,8,252.99124999999998,3,Churn,3
229,1,2043.3600000000004,0,Potential Loss,2
303,1,207.5,4,Loss,1
8,29,2258.623103448276,2,Loyalist,5
105,3,397.0566666666666,3,Churn,3
42,6,178.82833333333335,3,Churn,3
47,1,163.65000000000003,4,Loss,1
216,1,227.99999999999997,0,Potential Loss,2
20,1,420.75000000000006,1,Potential,4
56,4,622.2125000000001,3,Churn,3
21,5,201.01,3,Churn,3
116,1,366.8999999999999,0,Potential Loss,2
25,5,232.4059999999999,3,Churn,3
125,4,375.24750000000006,3,Churn,3
2,2,1413.35,2,Loyalist,5
74,1,111.9,4,Loss,1
2,4,233.23250000000002,2,Loyalist,5
2,6,226.87166666666664,2,Loyalist,5
53,1,231.56999999999994,1,Potential,4
51,3,360.4700000000001,3,Churn,3
7,26,611.3892307692306,2,Loyalist,5
45,1,180.35999999999996,1,Potential,4
132,2,311.5,0,Potential Loss,2
12,25,318.90439999999995,2,Loyalist,5
74,1,391.95000000000005,0,Potential Loss,2
14,4,197.2325,1,Potential,4
47,1,533.7800000000001,0,Potential Loss,2
31,1,51.84,4,Loss,1
3,4,258.8575,2,Loyalist,5
42,3,450.94,3,Churn,3
21,7,285.2914285714285,3,Churn,3
21,3,171.02666666666664,1,Potential,4
18,5,173.63999999999996,1,Potential,4
54,3,692.5033333333334,3,Churn,3
31,4,412.7224999999999,3,Churn,3
162,2,319.905,0,Potential Loss,2
3,2,247.99,1,Potential,4
317,1,323.49999999999994,0,Potential Loss,2
37,1,347.65,0,Potential Loss,2
108,3,334.09666666666664,3,Churn,3
94,4,203.185,3,Churn,3
58,1,532.5,0,Potential Loss,2
16,3,637.5500000000001,3,Churn,3
2,16,374.413125,2,Loyalist,5
3,2,205.485,1,Potential,4
12,5,240.03000000000003,2,Loyalist,5
103,2,91.295,4,Loss,1
19,1,113.35,1,Potential,4
324,1,181.39000000000004,4,Loss,1
25,5,342.48199999999997,3,Churn,3
31,1,225.6,1,Potential,4
16,3,350.57,1,Potential,4
31,5,77.436,1,Potential,4
26,1,316.1,1,Potential,4
80,2,290.58500000000004,0,Potential Loss,2
202,1,91.8,4,Loss,1
155,2,109.23,4,Loss,1
77,2,651.2549999999999,0,Potential Loss,2
285,1,485.49999999999994,0,Potential Loss,2
25,5,271.512,3,Churn,3
44,2,265.25,1,Potential,4
168,2,285.38,0,Potential Loss,2
18,11,519.6490909090909,2,Loyalist,5
241,2,69.92500000000001,4,Loss,1
11,6,356.04,2,Loyalist,5
60,18,480.2372222222223,3,Churn,3
190,2,307.1700000000001,0,Potential Loss,2
256,1,253.87999999999997,0,Potential Loss,2
37,2,314.045,1,Potential,4
256,1,421.45000000000005,0,Potential Loss,2
14,3,376.7333333333334,1,Potential,4
55,2,704.4800000000004,0,Potential Loss,2
55,2,161.54500000000002,1,Potential,4
80,1,352.80000000000007,0,Potential Loss,2
10,9,443.85888888888894,2,Loyalist,5
54,5,236.92000000000002,3,Churn,3
90,3,536.8733333333333,3,Churn,3
28,3,257.61,1,Potential,4
67,4,165.5825,3,Churn,3
47,2,247.86,1,Potential,4
236,2,204.625,4,Loss,1
276,1,130.95000000000002,4,Loss,1
327,1,76.74000000000001,4,Loss,1
62,3,131.13000000000002,4,Loss,1
107,1,450.1600000000001,0,Potential Loss,2
3,3,177.7033333333333,1,Potential,4
68,6,1248.9616666666668,3,Churn,3
17,1,217.73999999999998,1,Potential,4
75,6,356.5,3,Churn,3
335,1,136.01000000000005,4,Loss,1
279,1,321.78000000000003,0,Potential Loss,2
5,17,118.28882352941177,2,Loyalist,5
208,2,322.03999999999996,0,Potential Loss,2
23,1,237.97999999999996,1,Potential,4
94,1,134.0,4,Loss,1
245,1,246.02,0,Potential Loss,2
164,3,145.71666666666667,4,Loss,1
35,3,317.41,3,Churn,3
114,3,92.63666666666667,4,Loss,1
7,5,159.756,2,Loyalist,5
281,1,139.01000000000002,4,Loss,1
14,2,127.71000000000001,1,Potential,4
140,3,441.3533333333339,0,Potential Loss,2
10,4,225.57000000000002,1,Potential,4
309,1,103.95000000000003,4,Loss,1
